id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
13758,73CL,small_airport,Julian Hinds Pump Plant Airstrip,33.698066,-115.638185,1335,NA,US,US-CA,Hayfield,no,73CL,,73CL,,,
13759,73CO,small_airport,Woods STOLport,38.38890076,-107.822998,6120,NA,US,US-CO,Montrose,no,73CO,,73CO,,,
43179,PL-0056,closed,Radzewice Airport,52.211109,16.997219,249,EU,PL,PL-WP,Mosina,no,,,,,,
13769,73KY,small_airport,Brooks Field,38.03329849,-85.80079651,480,NA,US,US-KY,Brooks,no,73KY,,73KY,,,
43190,PL-0067,closed,Zgorzelec-Żarska Wieś Airport,51.203335,15.128333,735,EU,PL,PL-DS,Zgorzelec,no,,,,,,
44706,PL-0070,small_airport,Swiebodzice Airfield,50.88299942,16.31999969,876,EU,PL,PL-DS,Świebodzice,no,EPWC,,,,,Lotnisko Świebodzice
44707,PL-0071,closed,Szprotawa-Wiechlice Air Base,51.56000137,15.59000015,,EU,PL,PL-LB,,no,,,,,,"Lotnisko Szprotawa, Lotnisko Wiechlice, Аэродром Шпротава, Аэродром Вихлице"
316044,PL-0082,closed,Wicko Morskie Air Base,54.5522225,16.6177416,,EU,PL,PL-ZP,,no,,,,,,
323187,PL-0091,small_airport,"Baza Lotnicza JPR „Baryt‿,51.055531,16.013636,,EU""",PL,PL-DS,,no,,,,http://jpr-baryt.pl,,,,,,
13802,74II,heliport,Hendricks Community Hospital Heliport,39.76279831,-86.50170135,893,NA,US,US-IN,Danville,no,74II,,74II,,,
323409,PL-0097,small_airport,Lotnisko Nysa,50.4717899,17.2661124,,EU,PL,PL-OP,Nysa,no,,,,,,
13813,74MU,small_airport,Koala-T-Field Airport,39.04000092,-91.13040161,690,NA,US,US-MO,Hawk Point,no,74MU,,74MU,,,
13817,74NY,small_airport,New Salem Aerodrome,43.00559998,-77.29139709,660,NA,US,US-NY,Farmington,no,74NY,,74NY,,,
13819,74OI,heliport,Licking Memorial Hospital Heliport,40.06090164,-82.44319916,880,NA,US,US-OH,Newark,no,74OI,,74OI,,,
323739,PL-0117,small_airport,Lądowisko Kukały,51.875631,21.003014,,EU,PL,PL-MZ,Kukały,no,,,,,,
13823,74PN,heliport,Altoona Regional Hospital Heliport,40.52230072,-78.39700317,1256,NA,US,US-PA,Altoona,no,74PN,,74PN,,,
13827,74TS,heliport,St Mary of the Plains Hospital Heliport,33.573871,-101.899118,3280,NA,US,US-TX,Lubbock,no,74TS,,74TS,,,
324519,PL-0137,small_airport,Żłobek Mały Airfield,51.454611,23.542472,515,EU,PL,PL-LU,Żłobek,no,,,,,,
324524,PL-0138,small_airport,Oleszyce Airstrip,50.170308,23.057722,591,EU,PL,PL-PK,Oleszyce,no,,,,,,
331713,PL-0140,small_airport,Jaryszewo Airstrip,52.69077,16.615541,200,EU,PL,PL-WP,,no,,,,,,
326006,PL-0146,small_airport,Ladowisko Natolin,51.0162386,18.7547387,,EU,PL,PL-SL,Natolin,no,,,,,,
328209,PL-0155,small_airport,Łowicz,52.0831713,19.8585359,,EU,PL,PL-LD,Łowicz,no,,,,,,
330370,PL-0164,small_airport,Sowiniec,52.237254,16.889057,,EU,PL,PL-WP,Mosina,no,,,,,,
331012,PL-0168,small_airport,Stary Kamień Airstrip,53.7243123,19.2051347,,EU,PL,PL-PM,,no,,,,,,
323910,BG-0050,small_airport,Koynare Airstrip,43.3710549,24.1304424,,EU,BG,BG-15,Koynare,no,,,,,,
24114,PN04,closed,Strittmatter Airport,40.547001,-78.694702,2080,NA,US,US-PA,Ebensburg,no,,,,,,PN04
13888,76FL,heliport,Health Central Heliport,28.55060005,-81.52809906,128,NA,US,US-FL,Ocoee,no,76FL,,76FL,,,
13895,76KY,small_airport,Buzzard's Roost Airport,38.01480103,-84.84159851,770,NA,US,US-KY,Lawrenceburg,no,76KY,,76KY,,,
24124,PN14,small_airport,Misty Hill Farm Airport,40.78939819,-79.99749756,1243,NA,US,US-PA,Ren Frew,no,PN14,,PN14,,,
24129,PN19,seaplane_base,Hunts Cove Seaplane Base,41.14590073,-79.68730164,840,NA,US,US-PA,Foxburg,no,PN19,,PN19,,,
13915,76TE,small_airport,Big Tank Ranch Airport,31.50009918,-105.0839996,4800,NA,US,US-TX,Salt Flat,no,76TE,,76TE,,,
13922,76XS,closed,Houston County Hospital/King's Inn Heliport,31.322399,-95.439101,360,NA,US,US-TX,Crockett,no,,,,,,76XS
24166,PN59,small_airport,Stitt Airport,40.83110046,-79.48690033,1200,NA,US,US-PA,Kittanning,no,PN59,,PN59,,,
24171,PN64,small_airport,Hilling International Airport,40.50239944,-77.93939972,1400,NA,US,US-PA,Huntingdon,no,PN64,,PN64,,,
24176,PN69,small_airport,Altemose Ultralightport,40.09249878,-75.51580048,345,NA,US,US-PA,Malvern,no,PN69,,PN69,,,
13948,77PA,small_airport,Nardo Airport,40.58340073,-79.89980316,1140,NA,US,US-PA,Allison Park,no,77PA,,77PA,,,
13949,77PN,small_airport,Gilfert Airport,40.7840004,-77.20659637,630,NA,US,US-PA,Benfer,no,77PN,,77PN,,,
24185,PN78,heliport,600 Grant Street Rooftop Heliport,40.44200134,-79.99530029,1604,NA,US,US-PA,Pittsburgh,no,PN78,,PN78,,,
13960,78A,small_airport,Swan Creek Airport,36.20240021,-80.86810303,1135,NA,US,US-NC,Jonesville,no,78A,,78A,,,
13971,78IL,heliport,Dixon Correctional Center Heliport,41.87250137,-89.48390198,794,NA,US,US-IL,Dixon,no,78IL,,78IL,,,
42318,PR-PPD,closed,Palmas del Mar Airstrip,18.08620071,-65.79650116,100,NA,PR,PR-U-A,Palmas del Mar,no,,PPD,,,,
24209,PR03,seaplane_base,Fajardo Harbor Seaplane Base,18.3397007,-65.62460327,,NA,PR,PR-U-A,Fajardo,no,PR03,,PR03,,,
13984,78NE,small_airport,Stava Airport,41.16609955,-97.03140259,1655,NA,US,US-NE,Brainard,no,78NE,,78NE,,,
13989,78OK,heliport,Pawhuska Heliport,36.66669846,-96.33360291,879,NA,US,US-OK,Pawhuska,no,78OK,,78OK,,,
13997,78WA,small_airport,Center Island Airport,48.49010086,-122.8320007,115,NA,US,US-WA,Center Island,no,78WA,CWS,78WA,,https://en.wikipedia.org/wiki/Center_Island_Airport,
46301,78WI,heliport,Mayo Clinic Health System-Oakridge Heliport,44.577514,-91.211612,989,NA,US,US-WI,Osseo,no,78WI,,78WI,,,Osseo Medical Center Heliport
24230,PR28,heliport,R.H. Heliport,18.49419975,-67.02420044,24,NA,PR,PR-U-A,Isabela,no,PR28,,PR28,,,
24238,PR53,heliport,Sabanera Heliport,18.19079971,-66.1207962,1350,NA,PR,PR-U-A,Cidra,no,PR53,,PR53,,,
14011,79IN,heliport,Memorial Hospital At South Bend Heliport,41.68420029,-86.25309753,752,NA,US,US-IN,South Bend,no,79IN,,79IN,,,
24243,PS02,small_airport,Heberlig Airport,40.16429901,-77.37049866,560,NA,US,US-PA,Newville,no,PS02,,PS02,,,
24246,PS05,small_airport,G & N Airport,41.87530136,-80.37480164,985,NA,US,US-PA,Albion,no,PS05,,PS05,,,
14018,79N,small_airport,Ridge Soaring Gliderport,40.88389969,-77.90720367,815,NA,US,US-PA,Unionville,no,79N,,79N,,https://en.wikipedia.org/wiki/Ridge_Soaring_Gliderport,
24250,PS10,heliport,Ohioport Heliport,39.88539886,-79.50749969,2018,NA,US,US-PA,Ohiopyle,no,PS10,,PS10,,,
14033,79TX,closed,Ag-Air Inc. Airport,26.073099,-97.537498,30,NA,US,US-TX,Brownsville,no,,,OLD79TX,,,79TX
14034,79VA,heliport,Windsor Heliport,36.80680084,-76.73799896,78,NA,US,US-VA,Windsor,no,79VA,,79VA,,,
24270,PS30,heliport,Mbb Heliport,39.98759842,-75.5802002,464,NA,US,US-PA,West Chester,no,PS30,,PS30,,,
14037,7A7,heliport,Mosby Army Heliport,34.62639999,-84.10639954,1748,NA,US,US-GA,Dahlonega,no,7A7,,7A7,,,
24274,PS35,small_airport,Dutch Country Egg Farms Airport,40.45809937,-76.45800018,550,NA,US,US-PA,Fredericksburg,no,PS35,,PS35,,,
14042,7AK4,small_airport,Jack Fish Landing Airport,61.54150009,-149.4609985,150,NA,US,US-AK,Wasilla,no,7AK4,,7AK4,,,
321979,7AL3,heliport,Oxford Police Heliport,33.600448,-85.864283,633,NA,US,US-AL,Oxford,no,7AL3,,7AL3,,,
27700,YKTA,small_airport,Kotta Airport,-36.17979813,144.5249939,,OC,AU,AU-VIC,,no,YKTA,,,,,
14050,7AR1,small_airport,Ward's Airport,33.04999924,-91.34159851,113,NA,US,US-AR,Eudora,no,7AR1,,7AR1,,,
24295,PS61,small_airport,Tidioute Airport,41.6908989,-79.36589813,1100,NA,US,US-PA,Tidioute,no,PS61,,PS61,,,
334253,7AR9,small_airport,Cullen Airport,35.956471,-90.812978,255,NA,US,US-AR,Jonesboro,no,7AR9,,7AR9,,,
24303,PS70,small_airport,Cider Field,40.60589981,-76.28299713,770,NA,US,US-PA,Friedensburg,no,PS70,,PS70,,,
14061,7CA1,small_airport,Abraham Ranch Airport,34.41469955,-116.6230011,2850,NA,US,US-CA,Lucerne Valley,no,7CA1,,7CA1,,,
14062,7CA2,small_airport,Paradise Lakes Airport,35.17670059,-118.927002,340,NA,US,US-CA,Bakersfield,no,7CA2,,7CA2,,,
14063,7CA3,heliport,Mercy Medical Center Heliport,40.57210159,-122.3949966,715,NA,US,US-CA,Redding,no,7CA3,,7CA3,,,
24323,PS98,small_airport,Travis Airport,40.88280106,-79.19650269,1320,NA,US,US-PA,Smicksburg,no,PS98,,PS98,,,
14079,7CO0,small_airport,Parkland Airport,40.07170105,-105.0339966,5050,NA,US,US-CO,Erie,no,7CO0,,7CO0,,,
43774,PT-0006,heliport,Hospital de Sao Teotonio heliport,40.649082,-7.905788,1500,EU,PT,PT-18,Viseu,no,LPTT,,,,,
43775,PT-0007,heliport,Hospital Distrital de Abrantes heliport,39.456142,-8.199821,110,EU,PT,PT-14,Abrantes,no,LPAB,,,,,
14099,7FD3,heliport,Central District Police Station Heliport,25.85320091,-80.24700165,36,NA,US,US-FL,Hialeah,no,7FD3,,7FD3,,,
320150,PT-0034,closed,Aeródromo da Lourinhã,39.260908,-9.335606,,EU,PT,PT-11,Lourinhã,no,,,,,,
14112,7FL8,small_airport,Dragonfly Airport,27.44389915,-80.56510162,25,NA,US,US-FL,Fort Pierce,no,7FL8,,7FL8,,,
321247,PT-0046,heliport,Pernes Heliport,39.376207,-8.661629,95,EU,PT,PT-14,Pernes,no,,,,,,
326667,PT-0054,closed,Aerodromo de Pias Longas (Old - Closed),39.586541,-8.577726,,EU,PT,PT-14,Ourém,no,,,,,,
43043,7ID7,heliport,Gritman Medical Center Heliport,46.72805786,-117.0009995,2035,NA,US,US-ID,Moscow,no,7ID7,,7ID7,,,
326676,PT-0063,small_airport,Pista de Melides,38.196371,-8.729496,,EU,PT,PT-15,Grândola,no,,,,,,
326677,PT-0064,small_airport,Pista de Aguas de Moura,38.579004,-8.696119,,EU,PT,PT-15,Palmela,no,,,,,,
326690,PT-0076,closed,Pista da Sonega,37.84125,-8.743787,,EU,PT,PT-15,Sines,no,,,,,,
14152,7IL9,closed,Ambler - Cady Airport,41.5439,-88.9934,700,NA,US,US-IL,Earlville,no,,,,,,7IL9
14155,7IN4,heliport,Franciscan Health Hammond Heliport,41.614205,-87.524093,624,NA,US,US-IN,Hammond,no,7IN4,,7IN4,,,St Margaret Mercy
326707,PT-0084,small_airport,Pista da Adiça,38.062757,-7.268711,,EU,PT,PT-02,Moura,no,,,,,,
14160,7IN9,small_airport,The Last Resort Airport,40.03749847,-85.41059875,1070,NA,US,US-IN,Springport,no,7IN9,,7IN9,,,
326712,PT-0089,closed,Pista de Campo Maior,39.027327,-7.130663,,EU,PT,PT-12,Arronches,no,,,,,,
14169,7IS9,small_airport,King Airport,38.47639847,-90.23619843,407,NA,US,US-IL,Columbia,no,7IS9,,7IS9,,,
14170,7K2,seaplane_base,Skagway Seaplane Base,59.44689941,-135.322998,,NA,US,US-AK,Skagway,no,7K2,,7K2,,,
14172,7K7,small_airport,Graham Field,42.54029846,-96.48500061,1106,NA,US,US-SD,North Sioux City,no,7K7,,7K7,,,
326791,PT-0114,small_airport,Aerodromo de Muge,39.097162,-8.658857,,EU,PT,PT-14,Salvaterra de Magos,no,,,,,,
326797,PT-0120,small_airport,Pista do Porto Alto,38.9521,-8.866782,,EU,PT,PT-14,Benavente,no,,,,,,
14204,7LL8,small_airport,Dahler Airport,39.35250092,-89.30090332,659,NA,US,US-IL,Nokomis,no,7LL8,,7LL8,,,
7813,13CO,heliport,Mann Heliport,40.55559921,-106.8440018,7500,NA,US,US-CO,Steamboat Springs,no,13CO,,13CO,,,
14218,7MD3,heliport,Frederick Memorial Hospital Heliport,39.42169952,-77.41419983,325,NA,US,US-MD,Frederick,no,7MD3,,7MD3,,,
39563,PY-0002,small_airport,Coronel Oviedo Airport,-25.52000046,-56.40999985,487,SA,PY,PY-5,Coronel Oviedo,no,SGOV,,,,,
14232,7MI7,small_airport,Walker Airport,42.38059998,-85.57749939,750,NA,US,US-MI,Cooper,no,7MI7,,7MI7,,,
41574,PY-0010,small_airport,Puerto Risso Airport,-22.37050056,-57.81510162,268,SA,PY,PY-1,Puerto Risso,no,,,,,,
41577,PY-0013,small_airport,Puerto Max Airport,-22.63100052,-57.77050018,241,SA,PY,PY-1,Puerto Max,no,,,,,,
14238,7MN3,small_airport,Caldbeck Field,43.7052002,-92.46070099,1340,NA,US,US-MN,Spring Valley,no,7MN3,,7MN3,,,
14253,7MO7,closed,Kimray Airport,39.5667,-94.414703,940,NA,US,US-MO,Plattsburg,no,,,,,,7MO7
14263,7NA0,small_airport,Downs Farm Private Airport,47.35749817,-97.02809906,900,NA,US,US-ND,Hillsboro,no,7NA0,,7NA0,,,
41565,PY-OLK,small_airport,Fuerte Olimpo Airport,-21.0452,-57.8825,275,SA,PY,PY-16,Fuerte Olimpo,no,SGOL,OLK,,,https://en.wikipedia.org/wiki/Fuerte_Olimpo_Airport,
14267,7NA9,small_airport,Sjule Private Airstrip,48.92829895,-100.5780029,1680,NA,US,US-ND,Souris,no,7NA9,,7NA9,,,
319191,QA-0003,heliport,Banana Island Helipad,25.296837,51.639031,,AS,QA,QA-RA,,no,,,,,,
302215,RAX,small_airport,Oram Airport,-9.632916667,148.0480556,3500,OC,PG,PG-CPM,,no,AYYO,RAX,ORAM,,,
5509,RCAY,medium_airport,Gangshan Air Force Base,22.78249931,120.2630005,34,AS,TW,TW-KHQ,Gangshan,no,RCAY,,,,,"Kangshan, Air Force Academy, 空軍官校"
5516,RCKH,large_airport,Kaohsiung International Airport,22.57710075,120.3499985,31,AS,TW,TW-KHH,Kaohsiung City,yes,RCKH,KHH,,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空竿 小港國際機場"
32487,RCLG,closed,Taichung Airport,24.1863,120.653999,369,AS,TW,TW-TXG,Taichung City,no,RCLG,TXG,,,,
314465,RCN,closed,American River Airport,-35.7574,137.7759,389,OC,AU,AU-SA,American River,no,,RCN,,,,
14303,7NY0,small_airport,Campis Airport,41.6833992,-75.01629639,1200,NA,US,US-NY,Lake Huntington,no,7NY0,,7NY0,,,
14307,7NY4,small_airport,Culver Airfield,42.42509842,-76.71499634,1455,NA,US,US-NY,Mecklenburg,no,7NY4,,7NY4,,,
14310,7NY7,heliport,Ibm Customer Executive Education Center Heliport,41.01869965,-73.91760254,173,NA,US,US-NY,Orangetown,no,7NY7,,7NY7,,,
14311,7NY8,small_airport,Shaw Field,43.19229889,-73.62979889,190,NA,US,US-NY,Glen Falls,no,7NY8,,7NY8,,,
14314,7OH2,small_airport,Canal Fulton Airport,40.90029907,-81.53369904,1150,NA,US,US-OH,Canal Fulton,no,7OH2,,7OH2,,,
14317,7OH5,small_airport,Mahoning County Joint Vocational School Airport,41.03419876,-80.78170013,1130,NA,US,US-OH,Canfield,no,7OH5,,7OH5,,,
24349,RI13,heliport,Foxridge Farm Heliport,41.49449921,-71.55619812,140,NA,US,US-RI,West Kingston,no,RI13,,RI13,,,
14334,7OK6,heliport,Norman Regional Hospital Heliport,35.22919846,-97.43969727,1182,NA,US,US-OK,Norman,no,7OK6,,7OK6,,,
14349,7PA0,closed,Manor Knoll Personal Use Airport,40.020901,-76.423897,440,NA,US,US-PA,Mountville,no,,,,,,7PA0
5540,RJBK,small_airport,Kohnan Airport,34.59080124,133.9329987,3,AS,JP,JP-33,,no,RJBK,,,,,
14361,7PN3,heliport,Suburban General Hospital Heliport,40.15010071,-75.34960175,316,NA,US,US-PA,Norristown,no,7PN3,,7PN3,,,
5545,RJCH,medium_airport,Hakodate Airport,41.77000046,140.8220062,151,AS,JP,JP-01,Hakodate,yes,RJCH,HKD,,,https://en.wikipedia.org/wiki/Hakodate_Airport,
5555,RJDC,medium_airport,Yamaguchi Ube Airport,33.93000031,131.279007,23,AS,JP,JP-35,Ube,yes,RJDC,UBJ,,,https://en.wikipedia.org/wiki/Yamaguchi_Ube_Airport,
14377,7S3,small_airport,Stark's Twin Oaks Airpark,45.42850113,-122.9420013,170,NA,US,US-OR,Hillsboro,no,7S3,,7S3,,https://en.wikipedia.org/wiki/Stark's_Twin_Oaks_Airpark,
14385,7TA3,small_airport,Quarterway Airport,34.18090057,-101.836998,3470,NA,US,US-TX,Plainview,no,7TA3,,7TA3,,,
14386,7TA4,heliport,Mother Frances Hospital Heliport,32.34209824,-95.29219818,520,NA,US,US-TX,Tyler,no,7TA4,,7TA4,,,
5577,RJKA,medium_airport,Amami Airport,28.43059921,129.7129974,27,AS,JP,JP-46,Amami,yes,RJKA,ASJ,,,https://en.wikipedia.org/wiki/Amami_Airport,
14401,7TE9,small_airport,Boening Brothers Airport,29.0272007,-98.28669739,407,NA,US,US-TX,Floresville,no,7TE9,,7TE9,,,
14402,7TN0,small_airport,Blue Bird Field,36.43560028,-87.09140015,705,NA,US,US-TN,Pleasantview,no,7TN0,,7TN0,,,
5585,RJNK,medium_airport,Komatsu Airport,36.39459991,136.4069977,36,AS,JP,JP-17,Kanazawa,yes,RJNK,KMQ,,,https://en.wikipedia.org/wiki/Komatsu_Airport,
14410,7TN8,heliport,Van Stratum Heliport,35.97750092,-83.22640228,1160,NA,US,US-TN,Newport,no,7TN8,,7TN8,,,
14414,7TS2,small_airport,Alison Air Park,29.83130074,-97.8891983,630,NA,US,US-TX,San Marcos,no,7TS2,,7TS2,,,
14419,7TS7,closed,Broussard Farm Airport,29.9111,-94.339103,20,NA,US,US-TX,Fannett,no,,,,,,7TS7
14425,7TX3,heliport,Big Town Heliport,32.79180145,-96.56359863,550,NA,US,US-TX,Mesquite,no,7TX3,,7TX3,,,
14430,7TX8,small_airport,Flying K Airport,35.10760117,-102.038002,3560,NA,US,US-TX,Amarillo,no,7TX8,,7TX8,,,
30406,RJSU,small_airport,Sendai Kasuminom Airport,38.23559952,140.9230042,20,AS,JP,JP-04,,no,RJSU,,,,,
5619,RJTE,medium_airport,JMSDF Tateyama Air Base,34.987099,139.828995,10,AS,JP,JP-12,Tateyama,no,RJTE,,,,https://en.wikipedia.org/wiki/JMSDF_Tateyama_Air_Base,
317953,RK01,heliport,Charlie Block (H 177) Heliport,37.83645,126.80712,614,AS,KR,KR-41,Charlie Block,no,RK01,,RK01,,,
317955,RK03,heliport,Camp Nabors (H 202) Heliport,37.940957,126.969984,2132,AS,KR,KR-41,Camp Nabors,no,RK03,,RK03,,,"Gamaksan Mountain, H 202, Camp Nabors"
329589,7XA7,heliport,The Post Oak Heliport,29.751944,-95.457222,534,NA,US,US-TX,Houston,no,7XA7,,7XA7,,,
319301,RK09,heliport,H 247 Heliport,37.763077,127.00559,1375,AS,KR,KR-41,Concord FOC North,no,RK09,,RK09,,,
14496,80LA,small_airport,Luscombe Lane 1 Airport,30.42630005,-92.31819916,42,NA,US,US-LA,Eunice,no,80LA,,80LA,,,
14497,80MU,heliport,Springfield Community Hospital Heliport,37.15200043,-93.27940369,1300,NA,US,US-MO,Springfield,no,80MU,,80MU,,,
14499,80ND,small_airport,Troy Field,48.87860107,-103.3700027,2080,NA,US,US-ND,Crosby,no,80ND,,80ND,,,
3812,RK29,closed,Guri Airport (G-203),37.6437,127.149002,80,AS,KR,KR-41,Guri,no,,,RK29,,,"Guri, G 203, G-203"
325017,80NR,heliport,Wakemed North Hospital Heliport,35.909444,-78.5975,425,NA,US,US-NC,Raleigh,no,80NR,,80NR,,,
14503,80OI,heliport,Cleveland Clinic South Pointe Heliport,41.446742,-81.538206,1014,NA,US,US-OH,Warrensville Heights,no,80OI,,80OI,,,"Northfield, Brentwood Ambulatory Care Center"
315172,RK2G,heliport,C 188 Heliport,37.885735,126.7164,257,AS,KR,KR-41,Nosang-ri,no,RK2G,,RK2G,,,
14511,80TN,small_airport,Big T Airport,35.8266983,-84.33000183,900,NA,US,US-TN,Lenoir City,no,80TN,,80TN,,,
314513,RK2R,heliport,C-251 Heliport,37.916051,127.311129,540,AS,KR,KR-41,Hwadong-ro,no,,,RK2R,,,
314038,RK2X,heliport,C-262 Heliport,37.8298,127.3483,459,AS,KR,KR-41,Angok-ro,no,,,RK2X,,,
14519,81AK,small_airport,Mc Kinley Country Airport,62.56769943,-150.2359924,600,NA,US,US-AK,Trapper Creek,no,81AK,,81AK,,,
3819,RK37,closed,Camp Beavers (G-227) Airfield,38.025626,127.11106,220,AS,KR,KR-41,Cheongchangno,no,RK37,,RK37,,,
14526,81FL,closed,Cox's Hammock Airport,27.071699,-80.520102,35,NA,US,US-FL,Indiantown,no,,,,,,81FL
14532,81L,heliport,Sheriff's Wayside Heliport,34.463548,-118.609623,1200,NA,US,US-CA,Valencia,no,,,81L,,,
312577,RK3P,heliport,C-411 Heliport,37.403692,127.95077,514,AS,KR,KR-42,Taejanggongdan,no,RK3P,,RK3P,,,
7870,14AZ,small_airport,Ruby Star Airpark,31.909494,-111.120293,4025,NA,US,US-AZ,Sahuarita,no,14AZ,,14AZ,,,"sahuarita, ruby star"
312146,RK3T,heliport,C 426 Heliport,37.804964,127.998518,649,AS,KR,KR-42,Ahopsari-ro,no,RK3T,,RK3T,,,
14538,81NC,small_airport,Cox Field,34.04083252,-78.73999786,50,NA,US,US-NC,Tabor City,no,81NC,,81NC,,,
3825,RK43,small_airport,G 414 Airport,38.106192,128.201002,688,AS,KR,KR-42,Ipyeong-ro,no,RK43,,RK43,,,
14547,81PA,heliport,Derf Haus Heliport,41.86339951,-75.54070282,1800,NA,US,US-PA,Thompson,no,81PA,,81PA,,,
3827,RK48,small_airport,G 419 Airport,37.703542,127.905439,450,AS,KR,KR-42,Hongcheon-ro,no,RK48,,RK48,,,
3828,RK49,small_airport,G 530 Airport,36.75600052,126.3300018,91,AS,KR,KR-44,,no,RK49,,RK49,,,
38446,YLUW,small_airport,Leeuwin Estate Airport,-34.020973,115.064471,,OC,AU,AU-WA,,no,YLUW,,,,,
310707,RK4P,heliport,C 528 Heliport,36.56352,127.277735,156,AS,KR,KR-44,Gamagol (ROK 32nd Division),no,,,RK4P,,,
300408,RK5C,heliport,H 832 Heliport,35.99416667,128.4194444,180,AS,KR,KR-47,Camp Carol,no,RK5C,,RK5C,,,
308288,RK5L,heliport,C 718 Heliport,35.154074,126.86471,170,AS,KR,KR-29,,no,RK5L,,RK5L,,,
14583,82TS,small_airport,Elmdale Airpark,32.45009995,-99.65039825,1775,NA,US,US-TX,Abilene,no,82TS,,82TS,,,6F4
14584,82TX,heliport,St Joseph Hospital Heliport,30.65710068,-96.34750366,320,NA,US,US-TX,Bryan,no,82TX,,82TX,,,
14587,82WI,small_airport,Triple S Ranch Airport,44.14920044,-87.81439972,855,NA,US,US-WI,Whitelaw,no,82WI,,82WI,,,
14601,83KS,small_airport,Miller Aeroplane Field,39.23529816,-96.29969788,1020,NA,US,US-KS,Wamego,no,83KS,,83KS,,,
14606,83MN,seaplane_base,Ponderosa Seaplane Base,46.863098,-93.989403,1316,NA,US,US-MN,Outing,no,,,,,,83MN
14608,83MU,closed,Dalbom Ultralightport,36.769001,-94.212402,1130,NA,US,US-MO,Stella,no,,,,,,83MU
14613,83NY,heliport,Norcross Helipad Heliport,43.12369919,-77.64969635,530,NA,US,US-NY,Rochester,no,83NY,,83NY,,,
14615,83OI,heliport,M P W Heliport,39.95449829,-82.52739716,900,NA,US,US-OH,Hebron,no,83OI,,83OI,,,
14621,83R,closed,Glen Beicker Ranch Airport,29.52939987,-97.78829956,465,NA,US,US-TX,Seguin,no,83R,,83R,,,
30725,BIHS,small_airport,Hrafnseyri Airport,65.75,-23.46699905,30,EU,IS,IS-4,Hrafnseyri,no,BIHS,,,,,
14629,83WI,small_airport,Jones Airport,44.97050095,-90.34619904,1410,NA,US,US-WI,Dorchester,no,83WI,,83WI,,,
14634,84CO,heliport,Rampart Heliport,39.344239,-104.841906,6480,NA,US,US-CO,Castle Rock,yes,84CO,,84CO,,,
323002,RK8E,heliport,N 110 Helipad,36.236092,129.37954,310,AS,KR,KR-U-A,,no,RK8E,,RK8E,,,
323131,RK94,heliport,H 310 Heliport,37.995909,127.504086,4816,AS,KR,KR-41,Evenreach,no,RK94,,RK94,,,
14655,84OI,heliport,Grant Lifeflight 2 Heliport,39.12509918,-82.53820038,716,NA,US,US-OH,Wellston,no,84OI,,84OI,,,
300549,RK9P,heliport,N 201 Helipad,36.990951,126.80819,12,AS,KR,KR-41,Poseung,no,RKBN,,RK9P,,,"N 201, N-201, RKBN, RK9P"
300356,RK9S,heliport,N 101 Helipad,36.92002,129.377384,90,AS,KR,KR-47,Maehwa-ri,no,RK9S,,RK9S,,,
14670,84Y,small_airport,Bloomfield Municipal Airport,42.57970047,-97.67369843,1673,NA,US,US-NE,Bloomfield,no,84Y,,84Y,,,
14672,85CA,heliport,Redwood Coast Medical Services Heliport,38.77069855,-123.5299988,135,NA,US,US-CA,Gualala,no,85CA,,85CA,,,
317117,RKA9,heliport,C 193 Heliport,37.545147,126.823712,104,AS,KR,KR-11,"Oebalsan-dong, Seoul",no,RKA9,,RKA9,,,
301469,RKC5,heliport,C-252 Heliport,37.842478,127.491971,282,AS,KR,KR-41,Yongchu-ro,no,,,RKC5,,,
300293,RKC7,heliport,C 285 Heliport,37.47174,126.774223,470,AS,KR,KR-41,Mani-ro,no,RKC7,,RKC7,,,
323569,RKJO,heliport,Yong Jung-ri Helipad,35.438754,126.432488,,AS,KR,KR-45,Gusipoan-gil,no,RKJO,,,,,"Yong Jung, RKJO"
14696,85OK,heliport,Red Stevenson Property Heliport,36.48339844,-95.00019836,765,NA,US,US-OK,Tijuana,no,85OK,,85OK,,,
14697,85OL,small_airport,Huscher Field,34.61949921,-98.59559631,1242,NA,US,US-OK,Cache,no,85OL,,85OL,,,
323262,RKNF,heliport,Whang Ryeong Helipad,37.780276,128.639552,4616,AS,KR,KR-42,Noinbong,no,RKNF,,,,,"RKNF, Noinbong, Whang Ryeong"
5649,RKRN,small_airport,Icheon Airfield (G-510),37.200715,127.469215,255,AS,KR,KR-41,Jinsangmi-ro,no,RKRN,,,,,
323188,RKSR,closed,Camp Stanton Heliport (H-112),37.792728,126.845516,77,AS,KR,KR-41,Gwangtan-myeon,no,RKSR,,,,https://en.wikipedia.org/wiki/List_of_United_States_Army_installations_in_South_Korea,
5656,RKSS,large_airport,Gimpo International Airport,37.5583,126.791,59,AS,KR,KR-11,Seoul,yes,RKSS,GMP,,http://gimpo.airport.co.kr/eng/index.jsp,https://en.wikipedia.org/wiki/Gimpo_International_Airport,
